DepartureTime,FlightNumber,;#Flight Id,Category,Positions,Terminal,Ground Handler,MakeupUnit,MakeupOpening,MakeupClosing,AssignedCarousel,UnassignedReason,OriginalCategory,FinalCategory,CategoryChanged,AssignedCarousels,SplitCount
2040-12-05 15:55:00,TR2476,386,Narrow,3,W,TR,T5CW003R,2040-12-05 13:25:00,2040-12-05 15:25:00,MUC109,,Narrow,Narrow,NO,MUC109,1
2040-12-05 16:00:00,TR1978,311,Narrow,3,E,TR,T5CE009L,2040-12-05 13:30:00,2040-12-05 15:30:00,MUC204,,Narrow,Narrow,NO,MUC204,1
2040-12-05 16:05:00,TZ5509,272,Wide,7,W,TZ,T5CW009,2040-12-05 13:35:00,2040-12-05 15:35:00,MUC110,,Wide,Wide,NO,MUC110,1
2040-12-05 16:15:00,TR1976,324,Narrow,3,E,TR,T5CE005R,2040-12-05 13:45:00,2040-12-05 15:45:00,MUC101,,Narrow,Narrow,NO,MUC101,1
2040-12-05 16:20:00,TR3607,327,Narrow,3,W,TR,T5CW007L,2040-12-05 13:50:00,2040-12-05 15:50:00,MUC205,,Narrow,Narrow,NO,MUC205,1
2040-12-05 16:35:00,TR2464,290,Narrow,3,E,TR,T5CE008L,2040-12-05 14:05:00,2040-12-05 16:05:00,MUC102,,Narrow,Narrow,NO,MUC102,1
2040-12-05 16:45:00,TZ5517,332,Wide,7,E,TZ,T5CE001,2040-12-05 14:15:00,2040-12-05 16:15:00,MUC103,,Wide,Wide,NO,MUC103,1
2040-12-05 17:00:00,TR3653,317,Narrow,3,W,TR,T5CW003L,2040-12-05 14:30:00,2040-12-05 16:30:00,MUC207,,Narrow,Narrow,NO,MUC207,1
2040-12-05 17:00:00,TR2068,284,Narrow,3,W,TR,T5CW007R,2040-12-05 14:30:00,2040-12-05 16:30:00,MUC206,,Narrow,Narrow,NO,MUC206,1
2040-12-05 17:10:00,TZ108,303,Wide,7,E,TZ,T5CE003,2040-12-05 14:40:00,2040-12-05 16:40:00,MUC104,,Wide,Wide,NO,MUC104,1
2040-12-05 17:30:00,TR2656,291,Narrow,3,W,TR,T5CW007L,2040-12-05 15:00:00,2040-12-05 17:00:00,MUC208,,Narrow,Narrow,NO,MUC208,1
2040-12-05 17:35:00,TZ302,330,Wide,7,W,TZ,T5CW005,2040-12-05 15:05:00,2040-12-05 17:05:00,MUC209,,Wide,Wide,NO,MUC209,1
2040-12-05 17:35:00,TR3637,591,Narrow,3,E,TR,T5CE008L,2040-12-05 15:05:00,2040-12-05 17:05:00,MUC202,,Narrow,Narrow,NO,MUC202,1
2040-12-05 17:35:00,TZ336,337,Wide,7,E,TZ,T5CE004,2040-12-05 15:05:00,2040-12-05 17:05:00,MUC201,,Wide,Wide,NO,MUC201,1
2040-12-05 17:40:00,TR3666,461,Narrow,3,W,TR,T5CW011L,2040-12-05 15:10:00,2040-12-05 17:10:00,MUC210,,Narrow,Narrow,NO,MUC210,1
2040-12-05 17:50:00,TR2726,371,Narrow,3,W,TR,T5CW003R,2040-12-05 15:20:00,2040-12-05 17:20:00,MUC105,,Narrow,Narrow,NO,MUC105,1
2040-12-05 18:00:00,TR2108,335,Narrow,3,W,TR,T5CW011R,2040-12-05 15:30:00,2040-12-05 17:30:00,MUC106,,Narrow,Narrow,NO,MUC106,1
2040-12-05 18:00:00,TR76,529,Narrow,3,W,TR,T5CW007R,2040-12-05 15:30:00,2040-12-05 17:30:00,MUC107,,Narrow,Narrow,NO,MUC107,1
2040-12-05 18:05:00,TR2968,444,Narrow,3,E,TR,T5CE005R,2040-12-05 15:35:00,2040-12-05 17:35:00,MUC203,,Narrow,Narrow,NO,MUC203,1
2040-12-05 18:10:00,TR2272,368,Narrow,3,W,TR,T5CW001L,2040-12-05 15:40:00,2040-12-05 17:40:00,MUC108,,Narrow,Narrow,NO,MUC108,1
2040-12-05 18:15:00,TR3639,416,Narrow,3,E,TR,T5CE005L,2040-12-05 15:45:00,2040-12-05 17:45:00,MUC204,,Narrow,Narrow,NO,MUC204,1
2040-12-05 18:20:00,TR2158,369,Narrow,3,E,TR,T5CE009L,2040-12-05 15:50:00,2040-12-05 17:50:00,MUC101,,Narrow,Narrow,NO,MUC101,1
2040-12-05 18:35:00,TR1974,344,Narrow,3,W,TR,T5CW003L,2040-12-05 16:05:00,2040-12-05 18:05:00,MUC109,,Narrow,Narrow,NO,MUC109,1
2040-12-05 18:50:00,TR2426,334,Narrow,3,E,TR,T5CE008L,2040-12-05 16:20:00,2040-12-05 18:20:00,MUC102,,Narrow,Narrow,NO,MUC102,1
2040-12-05 19:00:00,TR2952,525,Narrow,3,W,TR,T5CW011L,2040-12-05 16:30:00,2040-12-05 18:30:00,MUC205,,Narrow,Narrow,NO,MUC205,1
2040-12-05 19:00:00,TR78,345,Narrow,3,E,TR,T5CE010R,2040-12-05 16:30:00,2040-12-05 18:30:00,MUC103,,Narrow,Narrow,NO,MUC103,1
2040-12-05 19:00:00,TR70,396,Narrow,3,W,TR,T5CW007R,2040-12-05 16:30:00,2040-12-05 18:30:00,MUC110,,Narrow,Narrow,NO,MUC110,1
2040-12-05 19:10:00,TR2466,477,Narrow,3,W,TR,T5CW003R,2040-12-05 16:40:00,2040-12-05 18:40:00,MUC206,,Narrow,Narrow,NO,MUC206,1
2040-12-05 19:15:00,TR1972,349,Narrow,3,E,TR,T5CE006,2040-12-05 16:45:00,2040-12-05 18:45:00,MUC104,,Narrow,Narrow,NO,MUC104,1
2040-12-05 19:15:00,TR72,393,Narrow,3,W,TR,T5CW007L,2040-12-05 16:45:00,2040-12-05 18:45:00,MUC207,,Narrow,Narrow,NO,MUC207,1
2040-12-05 19:15:00,TR2332,394,Narrow,3,E,TR,T5CE009R,2040-12-05 16:45:00,2040-12-05 18:45:00,MUC201,,Narrow,Narrow,NO,MUC201,1
2040-12-05 19:20:00,TR3649,442,Narrow,3,W,TR,T5CW001L,2040-12-05 16:50:00,2040-12-05 18:50:00,MUC209,,Narrow,Narrow,NO,MUC209,1
2040-12-05 19:25:00,TR90,498,Narrow,3,W,TR,T5CW011R,2040-12-05 16:55:00,2040-12-05 18:55:00,SPLIT,,Narrow,Narrow,NO,MUC210+MUC105+MUC106,3
2040-12-05 19:30:00,TR68,597,Narrow,3,E,TR,T5CE009L,2040-12-05 17:00:00,2040-12-05 19:00:00,SPLIT,,Narrow,Narrow,NO,MUC203+MUC204+MUC101,3
2040-12-05 19:30:00,TZ3627,350,Wide,7,E,TZ,T5CE003,2040-12-05 17:00:00,2040-12-05 19:00:00,MUC202,,Wide,Wide,NO,MUC202,1
2040-12-05 19:30:00,TR1970,325,Narrow,3,W,TR,T5CW008L,2040-12-05 17:00:00,2040-12-05 19:00:00,MUC208,,Narrow,Narrow,NO,MUC208,1
2040-12-05 19:40:00,TR1998,346,Narrow,3,W,TR,T5CW003L,2040-12-05 17:10:00,2040-12-05 19:10:00,MUC210,,Narrow,Narrow,NO,MUC210,1
2040-12-05 19:55:00,TR3645,397,Narrow,3,E,TR,T5CE011L,2040-12-05 17:25:00,2040-12-05 19:25:00,MUC202,,Narrow,Narrow,NO,MUC202,1
2040-12-05 20:00:00,TZ3625,356,Wide,7,E,TZ,T5CE002,2040-12-05 17:30:00,2040-12-05 19:30:00,MUC203,,Wide,Wide,NO,MUC203,1
2040-12-05 20:00:00,TZ3623,365,Wide,7,W,TZ,T5CW004,2040-12-05 17:30:00,2040-12-05 19:30:00,MUC105,,Wide,Wide,NO,MUC105,1
2040-12-05 20:00:00,TZ504,387,Wide,7,W,TZ,T5CW009,2040-12-05 17:30:00,2040-12-05 19:30:00,MUC106,,Wide,Wide,NO,MUC106,1
2040-12-05 20:00:00,MI6,437,Narrow,3,E,MI,T5CE008L,2040-12-05 17:30:00,2040-12-05 19:30:00,SPLIT,,Narrow,Narrow,NO,MUC102+MUC103+MUC104,3
2040-12-05 20:10:00,TZ502,366,Wide,7,E,TZ,T5CE001,2040-12-05 17:40:00,2040-12-05 19:40:00,MUC103,,Wide,Wide,NO,MUC103,1
2040-12-05 20:10:00,TR2638,367,Narrow,3,E,TR,T5CE011R,2040-12-05 17:40:00,2040-12-05 19:40:00,MUC203,,Narrow,Narrow,NO,MUC203,1
2040-12-05 20:15:00,TR3641,445,Narrow,3,W,TR,T5CW003R,2040-12-05 17:45:00,2040-12-05 19:45:00,MUC108,,Narrow,Narrow,NO,MUC108,1
2040-12-05 20:15:00,TZ3619,446,Wide,7,W,TZ,T5CW006,2040-12-05 17:45:00,2040-12-05 19:45:00,MUC109,,Wide,Wide,NO,MUC109,1
2040-12-05 20:15:00,TZ3605,395,Wide,7,W,TZ,T5CW010,2040-12-05 17:45:00,2040-12-05 19:45:00,MUC107,,Wide,Wide,NO,MUC107,1
2040-12-05 20:30:00,TR2468,399,Narrow,3,W,TR,T5CW001R,2040-12-05 18:00:00,2040-12-05 20:00:00,MUC105,,Narrow,Narrow,NO,MUC105,1
2040-12-05 20:30:00,TR3651,400,Narrow,3,E,TR,T5CE008R,2040-12-05 18:00:00,2040-12-05 20:00:00,MUC101,,Narrow,Narrow,NO,MUC101,1
2040-12-05 20:30:00,TR3661,361,Narrow,3,E,TR,T5CE010L,2040-12-05 18:00:00,2040-12-05 20:00:00,MUC204,,Narrow,Narrow,NO,MUC204,1
2040-12-05 20:30:00,TR1966,499,Narrow,3,W,TR,T5CW007R,2040-12-05 18:00:00,2040-12-05 20:00:00,MUC106,,Narrow,Narrow,NO,MUC106,1
2040-12-05 20:40:00,TR3663,454,Narrow,3,W,TR,T5CW003L,2040-12-05 18:10:00,2040-12-05 20:10:00,MUC107,,Narrow,Narrow,NO,MUC107,1
2040-12-05 20:55:00,TR3617,462,Narrow,3,W,TR,T5CW008R,2040-12-05 18:25:00,2040-12-05 20:25:00,SPLIT,,Narrow,Narrow,NO,MUC110+MUC205+MUC206,3
2040-12-05 20:55:00,TR3613,455,Narrow,3,W,TR,T5CW002R,2040-12-05 18:25:00,2040-12-05 20:25:00,MUC109,,Narrow,Narrow,NO,MUC109,1
2040-12-05 21:00:00,TZ224,447,Wide,7,E,TZ,T5CE004,2040-12-05 18:30:00,2040-12-05 20:30:00,MUC102,,Wide,Wide,NO,MUC102,1
2040-12-05 21:10:00,TZ3613,527,Wide,7,W,TZ,T5CW005,2040-12-05 18:40:00,2040-12-05 20:40:00,MUC205,,Wide,Wide,NO,MUC205,1
2040-12-05 21:15:00,TR2664,388,Narrow,3,E,TR,T5CE008L,2040-12-05 18:45:00,2040-12-05 20:45:00,MUC103,,Narrow,Narrow,NO,MUC103,1
2040-12-05 21:25:00,TZ3615,535,Wide,7,E,TZ,T5CE003,2040-12-05 18:55:00,2040-12-05 20:55:00,MUC104,,Wide,Wide,NO,MUC104,1
2040-12-05 21:30:00,TR3655,419,Narrow,3,W,TR,T5CW001L,2040-12-05 19:00:00,2040-12-05 21:00:00,MUC206,,Narrow,Narrow,NO,MUC206,1
2040-12-05 21:40:00,TR2988,456,Narrow,3,W,TR,T5CW006R,2040-12-05 19:10:00,2040-12-05 21:10:00,MUC207,,Narrow,Narrow,NO,MUC207,1
2040-12-05 22:00:00,TZ2406,469,Wide,7,E,TZ,T5CE006,2040-12-05 19:30:00,2040-12-05 21:30:00,MUC201,,Wide,Wide,NO,MUC201,1
2040-12-05 22:00:00,TR3657,473,Narrow,3,W,TR,T5CW003L,2040-12-05 19:30:00,2040-12-05 21:30:00,MUC208,,Narrow,Narrow,NO,MUC208,1
2040-12-05 22:15:00,TR2652,586,Narrow,3,E,TR,T5CE008L,2040-12-05 19:45:00,2040-12-05 21:45:00,MUC202,,Narrow,Narrow,NO,MUC202,1
2040-12-05 22:25:00,TZ6,476,Wide,7,W,TZ,T5CW004,2040-12-05 19:55:00,2040-12-05 21:55:00,MUC209,,Wide,Wide,NO,MUC209,1
2040-12-05 22:30:00,TR2624,463,Narrow,3,W,TR,T5CW007L,2040-12-05 20:00:00,2040-12-05 22:00:00,MUC210,,Narrow,Narrow,NO,MUC210,1
2040-12-05 22:50:00,TR2648,500,Narrow,3,W,TR,T5CW007R,2040-12-05 20:20:00,2040-12-05 22:20:00,MUC105,,Narrow,Narrow,NO,MUC105,1
2040-12-05 22:55:00,TR2636,501,Narrow,3,W,TR,T5CW001L,2040-12-05 20:25:00,2040-12-05 22:25:00,MUC106,,Narrow,Narrow,NO,MUC106,1
2040-12-05 23:00:00,TR2668,627,Narrow,3,W,TR,T5CW006R,2040-12-05 20:30:00,2040-12-05 22:30:00,MUC107,,Narrow,Narrow,NO,MUC107,1
2040-12-06 00:45:00,TZ202,669,Wide,7,E,TZ,T5CE003,2040-12-05 22:15:00,2040-12-06 00:15:00,MUC203,,Wide,Wide,NO,MUC203,1
2040-12-06 00:55:00,TR2728,705,Narrow,3,W,TR,T5CW003L,2040-12-05 22:25:00,2040-12-06 00:25:00,MUC108,,Narrow,Narrow,NO,MUC108,1
2040-12-06 01:00:00,TZ22,666,Wide,7,E,TZ,T5CE004,2040-12-05 22:30:00,2040-12-06 00:30:00,MUC204,,Wide,Wide,NO,MUC204,1
2040-12-06 01:35:00,TZ1908,793,Wide,7,W,TZ,T5CW009,2040-12-05 23:05:00,2040-12-06 01:05:00,MUC110,,Wide,Wide,NO,MUC110,1
2040-12-06 01:35:00,TZ1904,729,Wide,7,W,TZ,T5CW005,2040-12-05 23:05:00,2040-12-06 01:05:00,MUC109,,Wide,Wide,NO,MUC109,1
2040-12-06 01:35:00,TZ88,733,Wide,7,E,TZ,T5CE010,2040-12-05 23:05:00,2040-12-06 01:05:00,MUC103,,Wide,Wide,NO,MUC103,1
2040-12-06 01:35:00,TZ1906,695,Wide,7,E,TZ,T5CE001,2040-12-05 23:05:00,2040-12-06 01:05:00,MUC102,,Wide,Wide,NO,MUC102,1
2040-12-06 01:35:00,TZ1902,670,Wide,7,E,TZ,T5CE006,2040-12-05 23:05:00,2040-12-06 01:05:00,MUC101,,Wide,Wide,NO,MUC101,1
2040-12-06 01:45:00,TZ2,703,Wide,7,W,TZ,T5CW004,2040-12-05 23:15:00,2040-12-06 01:15:00,MUC205,,Wide,Wide,NO,MUC205,1
2040-12-06 01:45:00,TZ228,667,Wide,7,E,TZ,T5CE005,2040-12-05 23:15:00,2040-12-06 01:15:00,MUC104,,Wide,Wide,NO,MUC104,1
2040-12-06 01:55:00,TZ220,702,Wide,7,W,TZ,T5CW008,2040-12-05 23:25:00,2040-12-06 01:25:00,MUC206,,Wide,Wide,NO,MUC206,1
2040-12-06 02:00:00,TZ5507,704,Wide,7,W,TZ,T5CW002,2040-12-05 23:30:00,2040-12-06 01:30:00,MUC207,,Wide,Wide,NO,MUC207,1
2040-12-06 03:00:00,TZ3617,716,Wide,7,E,TZ,T5CE004,2040-12-06 00:30:00,2040-12-06 02:30:00,MUC201,,Wide,Wide,NO,MUC201,1
2040-12-06 06:00:00,TR2986,962,Narrow,3,W,TR,T5CW008L,2040-12-06 03:30:00,2040-12-06 05:30:00,MUC208,,Narrow,Narrow,NO,MUC208,1
2040-12-06 06:05:00,TZ128,692,Wide,7,E,TZ,T5CE004,2040-12-06 03:35:00,2040-12-06 05:35:00,MUC202,,Wide,Wide,NO,MUC202,1
2040-12-06 06:05:00,TR2062,820,Narrow,3,W,TR,T5CW001L,2040-12-06 03:35:00,2040-12-06 05:35:00,MUC209,,Narrow,Narrow,NO,MUC209,1
2040-12-06 06:15:00,TZ288,711,Wide,7,E,TZ,T5CE006,2040-12-06 03:45:00,2040-12-06 05:45:00,MUC203,,Wide,Wide,NO,MUC203,1
2040-12-06 06:30:00,TR5011,1142,Narrow,3,E,TR,T5CE009R,2040-12-06 04:00:00,2040-12-06 06:00:00,MUC204,,Narrow,Narrow,NO,MUC204,1
2040-12-06 06:30:00,TR2102,730,Narrow,3,W,TR,T5CW002L,2040-12-06 04:00:00,2040-12-06 06:00:00,MUC210,,Narrow,Narrow,NO,MUC210,1
2040-12-06 06:50:00,TR5009,697,Narrow,3,W,TR,T5CW006L,2040-12-06 04:20:00,2040-12-06 06:20:00,MUC105,,Narrow,Narrow,NO,MUC105,1
2040-12-06 07:00:00,TR98,698,Narrow,3,E,TR,T5CE010L,2040-12-06 04:30:00,2040-12-06 06:30:00,MUC101,,Narrow,Narrow,NO,MUC101,1
2040-12-06 07:05:00,TR2322,708,Narrow,3,E,TR,T5CE008R,2040-12-06 04:35:00,2040-12-06 06:35:00,MUC102,,Narrow,Narrow,NO,MUC102,1
2040-12-06 07:10:00,TR3605,969,Narrow,3,E,TR,T5CE005L,2040-12-06 04:40:00,2040-12-06 06:40:00,MUC103,,Narrow,Narrow,NO,MUC103,1
2040-12-06 07:15:00,TZ3609,706,Wide,7,W,TZ,T5CW009,2040-12-06 04:45:00,2040-12-06 06:45:00,MUC106,,Wide,Wide,NO,MUC106,1
2040-12-06 07:20:00,TR2934,1090,Narrow,3,W,TR,T5CW003R,2040-12-06 04:50:00,2040-12-06 06:50:00,MUC107,,Narrow,Narrow,NO,MUC107,1
2040-12-06 07:20:00,TR2822,863,Narrow,3,E,TR,T5CE009L,2040-12-06 04:50:00,2040-12-06 06:50:00,MUC104,,Narrow,Narrow,NO,MUC104,1
2040-12-06 07:25:00,MI20,806,Narrow,3,E,MI,T5CE005R,2040-12-06 04:55:00,2040-12-06 06:55:00,MUC201,,Narrow,Narrow,NO,MUC201,1
2040-12-06 07:30:00,TR2462,794,Narrow,3,W,TR,T5CW010L,2040-12-06 05:00:00,2040-12-06 07:00:00,MUC108,,Narrow,Narrow,NO,MUC108,1
2040-12-06 07:30:00,MI436,984,Narrow,3,W,MI,T5CW006R,2040-12-06 05:00:00,2040-12-06 07:00:00,MUC109,,Narrow,Narrow,NO,MUC109,1
2040-12-06 07:30:00,TR5003,1017,Narrow,3,W,TR,T5CW001L,2040-12-06 05:00:00,2040-12-06 07:00:00,MUC110,,Narrow,Narrow,NO,MUC110,1
2040-12-06 07:35:00,TR3667,894,Narrow,3,E,TR,T5CE010R,2040-12-06 05:05:00,2040-12-06 07:05:00,MUC202,,Narrow,Narrow,NO,MUC202,1
2040-12-06 07:40:00,MI234,934,Narrow,3,W,MI,T5CW002R,2040-12-06 05:10:00,2040-12-06 07:10:00,MUC205,,Narrow,Narrow,NO,MUC205,1
2040-12-06 07:45:00,MI602,738,Narrow,3,W,MI,T5CW007R,2040-12-06 05:15:00,2040-12-06 07:15:00,MUC206,,Narrow,Narrow,NO,MUC206,1
2040-12-06 07:45:00,TR2948,816,Narrow,3,E,TR,T5CE011L,2040-12-06 05:15:00,2040-12-06 07:15:00,MUC203,,Narrow,Narrow,NO,MUC203,1
2040-12-06 07:50:00,TR3627,881,Narrow,3,W,TR,T5CW011R,2040-12-06 05:20:00,2040-12-06 07:20:00,MUC207,,Narrow,Narrow,NO,MUC207,1
2040-12-06 07:50:00,MI124,1019,Narrow,3,W,MI,T5CW003L,2040-12-06 05:20:00,2040-12-06 07:20:00,MUC106,,Narrow,Narrow,NO,MUC106,1
2040-12-06 07:50:00,MI68,1143,Narrow,3,E,MI,T5CE008L,2040-12-06 05:20:00,2040-12-06 07:20:00,SPLIT,,Narrow,Narrow,NO,MUC204+MUC101+MUC102,3
2040-12-06 07:55:00,TR2260,781,Narrow,3,W,TR,T5CW011L,2040-12-06 05:25:00,2040-12-06 07:25:00,SPLIT,,Narrow,Narrow,NO,MUC107+MUC108+MUC109,3
2040-12-06 08:00:00,TR2152,782,Narrow,3,W,TR,T5CW007L,2040-12-06 05:30:00,2040-12-06 07:30:00,MUC208,,Narrow,Narrow,NO,MUC208,1
2040-12-06 08:00:00,TZ3621,785,Wide,7,W,TZ,T5CW005,2040-12-06 05:30:00,2040-12-06 07:30:00,MUC209,,Wide,Wide,NO,MUC209,1
2040-12-06 08:00:00,MI366,1145,Narrow,3,W,MI,T5CW001R,2040-12-06 05:30:00,2040-12-06 07:30:00,SPLIT,,Narrow,Narrow,NO,MUC210+MUC105+MUC106,3
2040-12-06 08:00:00,MI3629,1147,Narrow,3,E,MI,T5CE011R,2040-12-06 05:30:00,2040-12-06 07:30:00,SPLIT,,Narrow,Narrow,NO,MUC103+MUC104+MUC201,3
2040-12-06 08:10:00,MI1983,951,Narrow,3,W,MI,T5CW010R,2040-12-06 05:40:00,2040-12-06 07:40:00,MUC209,,Narrow,Narrow,NO,MUC209,1
2040-12-06 08:10:00,TZ3604,795,Wide,7,E,TZ,T5CE004,2040-12-06 05:40:00,2040-12-06 07:40:00,MUC104,,Wide,Wide,NO,MUC104,1
2040-12-06 08:10:00,MI3638,960,Wide,3,E,MI,T5CE007R,2040-12-06 05:40:00,2040-12-06 07:40:00,MUC201,,Narrow,Wide,YES,MUC201,1
2040-12-06 08:20:00,MI2495,765,Wide,3,E,MI,T5CE007L,2040-12-06 05:50:00,2040-12-06 07:50:00,MUC202,,Narrow,Wide,YES,MUC202,1
